[DEBUG] 2022-10-25 19:35:00.841 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2022-10-25 19:35:00.845 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2022-10-25 19:35:00.848 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2022-10-25 19:35:00.898 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2022-10-25 19:35:00.900 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2022-10-25 19:35:01.306 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2022-10-25 19:35:01.307 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2022-10-25 19:35:01.333 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2022-10-25 19:35:01.812 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2022-10-25 19:35:01.842 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2022-10-25 19:35:01.843 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2022-10-25 19:35:01.980 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@19dc0d32
[DEBUG] 2022-10-25 19:35:01.980 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@19dc0d32
[DEBUG] 2022-10-25 19:35:01.980 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@19dc0d32
[DEBUG] 2022-10-25 19:35:01.981 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@2bb62414
[DEBUG] 2022-10-25 19:35:01.981 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@2bb62414
[DEBUG] 2022-10-25 19:35:01.981 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@2bb62414
[DEBUG] 2022-10-25 19:35:01.982 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@1f4f0fcc
[DEBUG] 2022-10-25 19:35:01.982 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@794eeaf8
[DEBUG] 2022-10-25 19:35:01.983 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@35eee641
[DEBUG] 2022-10-25 19:35:01.983 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@35eee641
[DEBUG] 2022-10-25 19:35:01.983 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@35eee641
[DEBUG] 2022-10-25 19:35:01.984 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@52b959df
[DEBUG] 2022-10-25 19:35:01.984 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@52b959df
[DEBUG] 2022-10-25 19:35:01.984 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@52b959df
[DEBUG] 2022-10-25 19:35:01.984 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@1ac730cd
[DEBUG] 2022-10-25 19:35:01.985 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@3c9ef6e9
[DEBUG] 2022-10-25 19:35:01.986 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@7ab802f4
[DEBUG] 2022-10-25 19:35:01.986 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@7ab802f4
[DEBUG] 2022-10-25 19:35:01.986 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@631c6d11
[DEBUG] 2022-10-25 19:35:01.987 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@421d54b3
[DEBUG] 2022-10-25 19:35:01.987 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@421d54b3
[DEBUG] 2022-10-25 19:35:01.988 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@36359723
[DEBUG] 2022-10-25 19:35:01.988 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@36359723
[DEBUG] 2022-10-25 19:35:01.989 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@53eba4b8
[DEBUG] 2022-10-25 19:35:01.989 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@61608e1a
[DEBUG] 2022-10-25 19:35:01.990 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@3daf03d8
[DEBUG] 2022-10-25 19:35:02.002 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@a1691c0
[DEBUG] 2022-10-25 19:35:02.002 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@a1691c0
[DEBUG] 2022-10-25 19:35:02.003 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@9df564f
[DEBUG] 2022-10-25 19:35:02.003 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@1a21f43f
[DEBUG] 2022-10-25 19:35:02.003 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@7f0a133d
[DEBUG] 2022-10-25 19:35:02.003 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@241fbec
[DEBUG] 2022-10-25 19:35:02.003 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@715fa8c5
[DEBUG] 2022-10-25 19:35:02.003 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@644a3add
[DEBUG] 2022-10-25 19:35:02.003 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@4b765e92
[DEBUG] 2022-10-25 19:35:02.004 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@4665428b
[DEBUG] 2022-10-25 19:35:02.033 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2022-10-25 19:35:02.034 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2022-10-25 19:35:02.034 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2022-10-25 19:35:02.034 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2022-10-25 19:35:02.035 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2022-10-25 19:35:02.035 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2022-10-25 19:35:02.035 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2022-10-25 19:35:02.036 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2022-10-25 19:35:02.037 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2022-10-25 19:35:02.037 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2022-10-25 19:35:02.038 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2022-10-25 19:35:02.038 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2022-10-25 19:35:02.038 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2022-10-25 19:35:02.039 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2022-10-25 19:35:02.043 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/RecipeTracker
[INFO ] 2022-10-25 19:35:02.043 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2022-10-25 19:35:02.043 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2022-10-25 19:35:02.186 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2022-10-25 19:35:02.456 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.22
      major : 8
      minor : 0
[DEBUG] 2022-10-25 19:35:02.466 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.22 (Revision: d64b664fa93e81296a377de031b8123a67e6def2)
      major : 8
      minor : 0
[DEBUG] 2022-10-25 19:35:02.466 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2022-10-25 19:35:02.519 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2022-10-25 19:35:02.531 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2022-10-25 19:35:02.592 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2022-10-25 19:35:02.643 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2022-10-25 19:35:02.645 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@1d60059f] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@134a8ead]
[DEBUG] 2022-10-25 19:35:02.772 [main] AnnotationBinder - Binding entity from annotated class: com.ericmclaughlin.entity.Recipe
[DEBUG] 2022-10-25 19:35:02.789 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2022-10-25 19:35:02.793 [main] EntityBinder - Import with entity name Recipe
[DEBUG] 2022-10-25 19:35:02.795 [main] EntityBinder - Bind entity com.ericmclaughlin.entity.Recipe on table recipes
[DEBUG] 2022-10-25 19:35:02.831 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(recipes), mappingColumn=recipe_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2022-10-25 19:35:02.834 [main] PropertyBinder - MetadataSourceProcessor property recipeId with lazy=false
[DEBUG] 2022-10-25 19:35:02.835 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.ericmclaughlin.entity.Recipe:recipeId]
[DEBUG] 2022-10-25 19:35:02.837 [main] SimpleValueBinder - building SimpleValue for recipeId
[DEBUG] 2022-10-25 19:35:02.838 [main] PropertyBinder - Building property recipeId
[DEBUG] 2022-10-25 19:35:02.841 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(recipe_id)]), recipeId, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2022-10-25 19:35:02.842 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='cookbook_cd', referencedColumn='', mappedBy=''}
[DEBUG] 2022-10-25 19:35:02.843 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(recipes), mappingColumn=cookbooks, insertable=true, updatable=true, unique=false}
[DEBUG] 2022-10-25 19:35:02.846 [main] PropertyBinder - Building property cookbooks
[DEBUG] 2022-10-25 19:35:02.846 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(recipes), mappingColumn=description, insertable=true, updatable=true, unique=false}
[DEBUG] 2022-10-25 19:35:02.846 [main] PropertyBinder - MetadataSourceProcessor property description with lazy=false
[DEBUG] 2022-10-25 19:35:02.847 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.ericmclaughlin.entity.Recipe:description]
[DEBUG] 2022-10-25 19:35:02.847 [main] SimpleValueBinder - building SimpleValue for description
[DEBUG] 2022-10-25 19:35:02.847 [main] PropertyBinder - Building property description
[DEBUG] 2022-10-25 19:35:02.847 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(recipes), mappingColumn=notes, insertable=true, updatable=true, unique=false}
[DEBUG] 2022-10-25 19:35:02.847 [main] PropertyBinder - MetadataSourceProcessor property notes with lazy=false
[DEBUG] 2022-10-25 19:35:02.848 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.ericmclaughlin.entity.Recipe:notes]
[DEBUG] 2022-10-25 19:35:02.848 [main] SimpleValueBinder - building SimpleValue for notes
[DEBUG] 2022-10-25 19:35:02.848 [main] PropertyBinder - Building property notes
[DEBUG] 2022-10-25 19:35:02.848 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(recipes), mappingColumn=page_number, insertable=true, updatable=true, unique=false}
[DEBUG] 2022-10-25 19:35:02.848 [main] PropertyBinder - MetadataSourceProcessor property pageNumber with lazy=false
[DEBUG] 2022-10-25 19:35:02.848 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.ericmclaughlin.entity.Recipe:pageNumber]
[DEBUG] 2022-10-25 19:35:02.848 [main] SimpleValueBinder - building SimpleValue for pageNumber
[DEBUG] 2022-10-25 19:35:02.848 [main] PropertyBinder - Building property pageNumber
[DEBUG] 2022-10-25 19:35:02.848 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(recipes), mappingColumn=recipe_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2022-10-25 19:35:02.849 [main] PropertyBinder - MetadataSourceProcessor property recipeName with lazy=false
